id,马来语
726,"Jika anda mempunyai masalah atau masalah mengenai pembelian anda, silakan hubungi kami menggunakan informasi di bawah. Kami akan berusaha menyelesaikan masalah ini secepat mungkin.
 1. Klik pada ikon roda gigi di sudut kanan atas dan ketik butang Maklum balas.
 
 2. Facebook:
 https://www.facebook.com/mini.wan.94
 
 3. Twitter:
 https://twitter.com/miniwantech
 Catatan: Sila berikan UID anda dan lampirkan tangkapan skrin untuk membantu kami mencari masalah. Terima kasih!"
727,"Pengisian semula gagal, sila periksa rangkaian dan keseimbangan dan cuba lagi!"
728,Fragmen miliki
729,"Jumlah pemain penuh, mari mulakan permainan sekarang"
730,Paya
731,Kongsikan kacang mini yang anda dapat!
732,Cara untuk mendapat kacang mini!
733,"1. Kongsi pautan eksklusif anda \n2. Setelah rakan lain mengklik pautan anda, anda akan mendapat 20 biji kacang \n3. Anda boleh menerima 5 kali sehari, dan anda boleh menerima sehingga 20 kali seminggu"
734,Boleh didapati sekarang
735,Minggu ini :
736,Salin pautan
737,Ganjaran terima!
738,Pautan eksklusif saya:
739,Salin ke papan tulis!
740,Pilih satu bentuk tanah sekurang-kurangnya
741,Fasa Persediaan
742,Kotak bekalan awal
743,Mencabar kotak bekalan lagi
744,Kotak Bekalan Awal: Item yang disimpan akan menjadi barang awal yang dibawa oleh pemain
745,Cabar kotak bekalan sekali lagi: barang yang disimpan akan menjadi barang yang akan dibawa oleh pemain ketika mereka mencabar lagi
746,Ciptaan
747,Mod Main
748,Tiada pasukan
749,Permainan tamat
750,Tetapan yang dicadangkan
751,Tetapan peta lalai dapat membantu anda menyiapkan peta dengan lebih cepat
752,Cadangan Parkour
753,Cadangan Lawan
754,Lalai
755,Peta -
756,Ganjaran yang diterima hari ini telah mencapai batas atas
757,Koleksi ganjaran minggu ini telah mencapai had atas
758,Berjaya menerimanya!
759,Data tidak betul
760,Anda belum mempunyai UID
761,"Sambungan gagal, sila buka semula halaman ini"
762,Akaun mini telah digantung
763,Maklumat
764,Komen pemain
765,Klik atau tarik ke atas untuk melihat lebih banyak komen
766,tiada komen
767,"Ulasan anda akan membantu penulis memperbaiki peta dengan lebih baik, sila isi dengan teliti! (had hingga 110 patah perkataan)"
768,"Komen gagal, sila cuba lagi."
769,Belum ada komen lagi
770,Tiada ada komen lagi
771,Sila periksa rangkaian dan cuba lagi
772,Komen berjaya dipadamkan
773,Gagal dipadamkan
774,(Memerlukan konfigurasi yang lebih tinggi)
775,Tidak dapat melihat diri anda
776,"""Adakah anda pasti mahu membatalkan perkongsian arkib ini?
 #cef2d2d (hapus atau hapus data setelah membatalkan perkongsian, arkib ini tidak akan dipulihkan) """
777,"(Kongsi pautan eksklusif ke pasukan Q, dan lain-lain, setelah rakan kongsi kecil mengkliknya, anda boleh mendapat jumlah anugerah)"
778,Nyahdayakan penyulitan akaun
779,Nyahdayakan penyulitan akaun lain
780,Taman telah ditutup
781,Pengisian sumula SMS ditutup
782,Pengisian sumula SDK ditutup
783,Bayaran WeChat
784,Bayaran Alipay
785,Bayaran WeChat telah dinyahdayakan
786,Bayaran Alipay telah dinyahdayakan
787,Batalkan pesanan
788,Ada masalah
789,Pembelian sedang dijalankan. Kemungkinan mengalami masalah rangkaian jika tiada tindak balas dalam 1 minit.
790,Beli 1 kali
791,Beli 10 kali
792,Berganda!
793,Masa:#cfa7a0fNov 15 - 15Dis#n#rKejadian: apabila bilangan#cfa7a0ftotal log masuk#n dicapai semasa acara berlangsung. Anda akan mendapat beberapa ganjaran hebat di sini.
794,Terima kasih atas maklum balas
795,Selamat Hari Thanksgiving
796,1 hari
797,2 hari
798,3 hari
799,4 hari
800,5 hari
801,6 hari
802,7 hari
803,8 hari
804,9 hari
805,10 hari
806,Terima kasih atas maklum balas
807,Watak
808,Gabungan
809,Terpikat
810,Pertahanan
811,Kemas
812,Jenis
813,Semua
814,Peralatan
815,Alat
816,Blok
817,Bahan
818,Keterangan ujian roti krim mempunyai 4 baris secara keseluruhan. Masing-masing dengan 12 watak Deskripsi ujian roti krim mempunyai 4 baris keseluruhan. Masing-masing dengan 12 watak
819,Sila sapu skrin untuk beralih ke @nama
820,Kaka
821,Nini
822,"Ini adalah kayu bedik mudah alih, yang dapat mengawal pergerakan watak"
823,Tutorial
824,Sila luncurkan kayu bedik untuk gerak
825,Sila sapu skrin sambil gerak dan putar
826,"Sila sapu skrin
 untuk melihat sekeliling"
827,"Ini adalah bar pengesanan tugas, tugas baru telah dilepaskan"
828,Sila ke blok tenaga bintang
829,Tekan lama blok tenaga bintang untuk menghancurkannya
830,Dekat dengan blok tenaga bintang dan ambilnya
831,Tugasan selesai
832,"Bagi beg galas ini, anda boleh menyimpan barang"
833,klik item tersebut
834,Letakkan barang di bawah
835,Tekan lama untuk menghancurkan sasaran untuk mendapatkan semula sumber
836,Angkat bahan dengan@nama
837,"Apabila bar pintas penuh, barang yang baru dipilih akan dimasukkan ke dalam beg galas"
838,Klik pada beg galas untuk membukanya
839,"Lihat, semua barang yang tidak boleh dimasukkan ke dalam bar pintas ada di dalam beg galas"
840,Klik item yang dipilih
841,Kemudian klik bar Pintas
842,"Lihat, item itu telah diganti"
843,Sila kumpulkan semua bahan
844,Goncang Kamera
845,Tugasan baru
846,Tugasan selesai
847,Menyambung Mini World....
848,Berita
849,Tahniah!
850,#c373631Tahniah! Anda telah menyelesaikan tutorial pemula. Mulai pengembaraan#n#cfa7a0fbaru anda#n#c373631sekarang!#n
851,Pengembaraan Baru
852,Jalan
853,Jalan-jalan
854,Pandangan (lebh jauh)
855,Pandangan (paling jauh)
856,"Pandangan yang luas, konfigurasi yang lebih tinggi diperlukan"
857,"Pandangan yang besar, konfigurasi tinggi diperlukan, tangkapan skrin dicadangkan"
858,"Paling lancar, sesuai untuk telefon bimbit dengan memori kecil"
859,"Kelancaran dan penglihatan, sesuai untuk kebanyakan telefon bimbit"
860,"Pandangan terbaik, sesuai untuk telefon bimbit kelas menengah hingga tinggi"
861,Kabus
862,"(Semua tingkah laku dibenarkan, hanya dipengaruhi oleh barang terlarang dan tidak dipukul)"
863,"(Tidak boleh memusnahkan blok yang ditempatkan dan memukul orang, melarang semuanya kecuali melawat)"
864,"""(Tong letupan, batu api, tong magma, mercun besar, dll. Dilarang.""
 Pemilik rumah tidak terhad) """
865,Jemput rakan IOS!
866,"""Jemput pemain IOS untuk menyertai MiniWorld, dan pelbagai hadiah akan dikeluarkan secara berterusan!
 1. Semasa acara tersebut, jemput rakan-rakan anda untuk memuat turun MiniWorld dan masukkan UID anda sendiri. Kedua-dua pihak dapat hadiah: fragmen tupai terbang kecil dan kacang mini yang murah hati!
 2. Pemain IOS yang baru didaftarkan perlu mengikat #cfa7a0f ke telefon bimbit mereka #n dalam masa 24 jam untuk dianggap sebagai jemputan yang berjaya untuk menerima hadiah
 3. Pemain berdaftar IOS baru boleh memasukkan UID pemain jemputan untuk mendapatkan hadiah, pemain baru hanya boleh memasukkan satu UID jemputan """
867,Kongsi janji temu IOS
868,Jemput rakan-rakan IOS
869,Pilih hak ahli
870,Hak ahli semasa
871,Hak bilik(#c0aaa1aBebas#n)
872,Hak bilik(#c0aaa1aTetamu#n)
873,Item bahaya dilarangkan(#cef2d2dOff#n)
874,Item bahaya dilarangkan(#c0aaa1aOn#n)
875,Tanpa kabus
876,Kabus tipis
877,Kabus tebal
878,@1dilarang
879,@1batalkan larangan
880,Pembelian automatik apabila#c0aaa1aKacangMini#ntidak mencukupi
881,Rumah
882,Ganjaran Tanam lv@level
883,Seterusnya
884,"Mendapat Kacang Mini apabila tumbuhan meningkat lv
2. Mendapat tempat simpanan buah lebih apabila tumbuhan meningkat lv 5, 10, 15"
885,Pembayaran SMS tidak disokong. Sila cuba kaedah pembayaran lain
886,Pengesahan kitar semula
887,Dipulihkan
888,Muat turn
889,Nama :
890,Mod:
891,Penciptaan peta baru
892,Pilihan
893,Jemputan dengan hadiah
894,Beli alat
895,Alat Gudang
896,Tukar
897,Kegemaran
898,Pilih jenis
899,Tetapan standard:
900,Kod Worldterrain:
901,Ciptaan Peta:
902,Hari kelangsungan hidup:
903,Salinan
904,Cara untuk melumpuhkan langkah blok:
905,"1. Setelah nama item muncul di bar item, klik butang merah di sebelah kiri untuk menyahaktifkannya
 2. Ulangi langkah di atas untuk membuang larangan tersebut"
906,Perkongsian peta
907,Mendapat kulit baru:@1
908,Watak baru terbuka:
909,Peningkatan kemahiran:
910,Pertukaran item
911,11 hari
912,12 hari
913,13 hari
914,14 hari
915,15 hari
916,16 hari
917,17 hari
918,18 hari
919,19 hari
920,20 hari
921,21 hari
922,22 hari
923,23 hari
924,24 hari
925,25 hari
926,26 hari
927,27 hari
928,28 hari
929,29 hari
930,30 hari
931,Tetapkan semula jumlah harian selepas berjam-jam
932,Tetapkan semula jumlah harian dalam beberapa minit
933,Kapten mini: Sila selamatkan akaun dan maklumat peribadi anda. Jangan kongsi kata laluan anda dengan sesiapa sahaja. #RKami tidak akan meminta maklumat kata laluan anda.
934,Lv
935,Memberkati
936,Tahniah! Anda mendapat tenaga penanaman yang mencukupi
937,Maklumat Acara:
938,Tugas
939,Penerangan Acara:
940,Masukkan UID jemputan:
941,Jemputan pemain lama
942,"Pemain yang sudah lama tidak masuk ke MiniWorld (lebih dari 25 hari) dijemput untuk kembali dan menerima faedah! Berapa banyak langkah yang diperlukan untuk mendapatkan ganjaran penarikan balik? 1. Beritahu rakan-rakan yang sudah lama tidak log masuk, ada ganjaran untuk kembali! 2. Log masuk ke MiniWorld, buka antara muka kesejahteraan, cari aktiviti penarikan balik, dan isikan UID anda (anda hanya boleh mengisi sekali, jangan membuat kesalahan ~) 3. Kedua pihak dapat: Fragmen Si Tupai Terbang * 5, Fragmen Teleport Mini * 5 (kulit)! Catatan: Anda boleh menerima sehingga 50 hadiah semasa acara berlangsung"
943,"Sekiranya anda dipanggil semula, taip UID pemain yang menghantar jemputan kepada anda:"
944,Selamatkan bumi
945,Pembina Impian Alam Sekitar
946,@Null@
947,"Nilai tenaga tidak mencukupi, teruskan ~"
948,Sertailah acara
949,Cara untuk mendapatkannya
950,Dijual
951,Dijual1
952,Dijual2
953,Dijual3
954,Dijual4
955,Dijual5
956,Dijual6
957,Dijual7
958,"Sila pergi ke antara muka ""Lobi Dalam Talian"" terlebih dahulu, dan kemudian klik butang ""Main Bersama"" untuk memasuki bilik secara langsung"
959,Kemas kini Diperlukan
960,@Null@
961,Nama
962,Dilarang menyerang satu sama lain(#c0aaa1aBuka#n)
963,Dilarang menyerang satu sama lain(#cef2d2dTutup#n)
964,(Pemain boleh menyerang satu sama lain)
965,(Pemain tidak boleh menyerang satu sama lain)
966,Cadangan penyunting/editor
967,"Kad telefon tidak dikesan, pengisian semula gagal"
968,"Mencuba sekali lagi akan kembali ke kedudukan asal, adakah anda pasti?"
969,Sahkan
970,Batalkan
971,Bilangan tebusan
972,Tebus
973,"Inilah arkib yang pernah anda mainkan sebelum ini, klik untuk menyemaknya"
974,Klik di sini untuk membuat arkib baru
975,ภาษาไทย
976,Español
977,Português
978,Français
979,日本語
980,العربية
981,한국어
982,Tiếng Việt
983,Русский
984,Türkçe
985,Italiano
986,Deutsch
987,Indonesia
988,Malay
989,Versi terlalu rendah
990,Versi terlalu rendah
991,Versi terlalu rendah
992,Versi terlalu rendah
993,Versi terlalu rendah
994,Versi terlalu rendah
995,Versi terlalu rendah
996,Versi terlalu rendah
997,Versi terlalu rendah
998,Versi terlalu rendah
999,Versi terlalu rendah
1000,Ada yang cuba mencuri harta saya!
1001,Terimalah pembaptisan nyalaan!
1002,Menyambung ke server penumbuk
1003,Menyambung ke server hantaran
1004,Percubaan untuk menyambung ke sasaran secara langsung
1005,Berusaha untuk menebuk lubang
1006,Berjaya menghubungi dengan server hantaran. Tuan rumah komputer masuk ke server hantaran
1007,Berjaya menghubungi dengan server hantaran. Komputer tetamu masuk ke server hantaran
1008,Kegagalan menumbuk. Mencuba untuk meneruskan melalui server
1009,Kegagalan menumbuk. Tidak dapat berhubung dengan pemilik rumah
1010,Sambungan server selesai dan meminta pengesahan dari Tuan Rumah
1011,"Berjaya bergabung dengan Tuan Rumah, blok data pertama sedang dikumpulkan"
1012,MOD telah dimuat dan meminta untuk bergabung dari Tuan Rumah
1013,Siapa itu! Berani mengganggu saya tidur!
1014,Tidak sah！ Kenapa awak mengikat saya！
1015,"Saya sudah bebas .. Terima kasih, pejuang."
1016,Inilah kemarahan bumi!
1017,Kemas kini Diperlukan
1018,"Pesanan yang belum tiba sebelumnya berjaya dicas semula, dan Koin mini telah meningkat sebanyak @1"
1019,"Pesanan sebelumnya sedang diproses, sila cuba sebentar lagi"
1020,Kaedah pembayaran lain
1021,Dapatkan bonus berganda di taman!
1022,Ganjaran : Tunggangan burung berganda
1023,"Anda boleh mendapat ganjaran apabila anda mengumpulkan tenaga penuh dari buah berbunga. Semakin baik buah, semakin banyak tenaga yang dapat anda tambahkan."
1024,Anda telah menghantar berkat anda.
1025,Sahkan
1026,Lihat peta acara
1027,Kongsi acara Kebajikan Masyarakat saya
1028,Edit keberkatan
1029,@Null@
1030,@Null@
1031,@Null@
1032,@Null@
1033,@Null@
1034,@Null@
1035,@Null@
1036,@Null@
1037,@Null@
1038,@Null@
1039,@Null@
1040,@Null@
1041,@Null@
1042,@Null@
1043,@Null@
1044,Tetapkan kata laluan kotak kunci
1045,Sahkan kata laluan kotak kunci
1046,Masukkan kata laluan kotak kunci
1047,Tetapkan semula
1048,"Kata laluan belum ditetapkan, anda tidak dapat membukanya."
1049,Kata laluan tidak sah
1050,Pilih peta
1051,Sejarah
1052,Jenis
1053,Kelangsungan hidup
1054,Keutamaan
1055,"Masih ada#cef2d2d@sekali#peluang penghantaran yang masih ada hari ini, sila isi maklumat yang betul"
1056,Menonton iklan#c0aaa1aterus menerus meneroka#noh\njangan menjatuhkan sebarang barang di badan anda!
1057,Tamat tempoh
1058,Cari peta
1059,Peta elit
1060,Kosong
1061,Ciri-ciri peta yang dicadangkan
1062,Penciptaan
1063,Peta popular
1064,Lalu lintas sibuk sekarang. Sila pergi ke ruangan peta ini atau barisan untuk memuat turunnya.
1065,Main dalam talian
1066,Beratur
1067,Kotak Sensor
1068,Serangan (dibenarkan): boleh menyerang pemain
1069,Serangan (dilarang): tidak boleh menyerang pemain
1070,Berkongsi
1071,Saya main di MiniWorld
1072,Marilah bermain!
1073,Daftar masuk gagal. Sila periksa sambungan rangkaian anda
1074,Gagal untuk mencari bilik. Sila periksa sambungan rangkaian anda
1075,Pemain belum membuka bilik
1076,Maklumat bilik yang dibuka oleh pemain tidak normal
1077,Versi pelanggan gagal menandingi versi ruangan.
1078,Gagal menyambung ke bilik
1079,Bilik sudah penuh!
1080,@Null@
1081,@Null@
1082,@Null@
1083,@Null@
1084,@Null@
1085,@Null@
1086,@Null@
1087,@Null@
1088,@Null@
1089,Kapasiti beg
1090,Pengunaan kelaparan
1091,Klik untuk edit nama
1092,Tetapkan semula arahan
1093,Menganalisis kepantasan
1094,Penyelesaian Isyarat
1095,Pilih cip
1096,Masukkan cip arahan dan hidupkan untuk memulakan analisis dari kiri ke kanan.
1097,"Bagaimana cara mengedit perintah? #R
 Terdapat 8 saluran pada cip arahan, dan begitu juga Penganalisis. Setiap saluran adalah perintah, setiap perintah mempunyai dua fasa.
 Yang biru adalah untuk pengaktifan, yang kelabu adalah penyahaktifan, misalnya, jika perintah pertama di baris pertama diaktifkan, ketika menganalisis, Penganalisis di saluran pertama akan diaktifkan. Anda boleh menetapkan kelajuan analisis ke 0,2 hingga 0,6 saat. #R #r
 Bagaimana menggunakan cip arahan? #R Masukkan cip di Penganalisis, apabila terdapat tenaga elektrik, Penganalisis akan menyiarkan isyarat ke sensor perintah."
1098,Klik untuk mendapatkan Sampul Merah Tahun Baru
1099,Menetapkan semula arahan akan menghapus semua perintah cip.
1100,Bilik telah ditutup.
1101,Gagal menyambung ke bilik. Sila periksa sambungan rangkaian.
1102,Gagal memasuki bilik.
1103,Anda memasuki ke bilik sekarang.
1104,Penampilan
1105,Atribut
1106,Sila mencipta watak terlebih dahulu
1107,Jenis Makhluk
1108,Sila pilih jenis makhluk di bawah
1109,UID atau Kata Laluan yang anda masukkan tidak betul.
1110,Edisi global
1111,masuk
1112,Gagal menukar akaun
1113,"UID gagal log masuk, anda boleh mencuba penyelesaian berikut:
 1. Kesalahan kata laluan #cef2d2d adalah #n. Sila periksa kata laluan dan masukkan semula
 2. #cef2d2d terlupa kata laluan #n, jika anda pernah mengikat e-mel anda sebelumnya, sila klik e-mel untuk mengambilnya"
1114,"UID yang anda masukkan tidak ada, mungkin kerana sebab berikut:
 1. Kesilapan log masuk, sila periksa semula UID
 2. Jangan tergolong dalam kawasan perkhidmatan semasa, sila #cef2d2d tukar server #n."
1115,Tukar kawasan servis
1116,"Adakah anda pasti mahu beralih ke#cef2d2d@1#n? UID dan data semasa (arkib, alat peraga, koin mini, kacang mini, dll.) Akan tetap ada di kawasan perkhidmatan semasa, dan anda boleh memotong kawasan tersebut sekali lagi jika perlu. Ia akan dibuka semula setelah pertukaran Tetapkan UID@1 eksklusif.
 
 Klik ""OK"" untuk menutup permainan dan mulakan semula untuk berkuat kuasa."
1117,China
1118,Zon Antarabangsa
1119,@Null@
1120,"Siaran langsung dan kongsi detik permainan terbaik anda di Omlet. Anda boleh berkongsi video anda ke Facebook, YouTube dan Twitch secara serentak. #R #rPerhatian: Omlet hanya menyokong edisi Android 5 atau lebih tinggi."
1121,@Null@
1122,@Null@
1123,@Null@
1124,"Terlalu banyak kata laluan yang salah, peranti semasa dikunci, sila cuba sebentar lagi"
1125,Tonton iklan
1126,"Kedua-dua kata laluan tidak sepadan, sila masukkan semula"
1127,Cip arahan
1128,Sila masukkan kata laluan 4 huruf atau digit
1129,Anda bercakap dengan pantas! Sila cuba kemudian!
1130,Atribut Asas
1131,Atribut Lanjut
1132,Ciri Pergerakan
1133,Pelbagai ciri boleh dipilih untuk mod mudah alih
1134,Sila pilih jenis serangan
1135,Sila pilih mod serangan
1136,Serangan?
1137,Kesan Serangan
1138,Kesan terpilih
1139,Ciri-ciri Serangan
1140,Anda boleh mengubah ciri-ciri serangan
1141,Unjuran
1142,Kesan Serangan
1143,tetapkan semula
1144,Kanvas
1145,Perairan
1146,Padang Rumput
1147,@Null@
1148,@Null@
1149,@Null@
1150,Kesan berbahaya
1151,Kesan yang bermanfaat
1152,Kesan neutral
1153,Sahkan untuk berkongsi
1154,Pulau Terapung
1155,@Null@
1156,@Null@
1157,@Null@
1158,@Null@
1159,@Null@
1160,@Null@
1161,@Null@
1162,@Null@
1163,@Null@
1164,@Null@
1165,@Null@
1166,@Null@
1167,@Null@
1168,@Null@
1169,@Null@
1170,@Null@
1171,Jumlah aplikasi telah mencapai had atas
1172,Maklumat bilik
1173,Senarai rakan sebilik
1174,Jemput Rakan
1175,Periksa maklumat
1176,Mod senyap
1177,Mod berbunyi
1178,Tetapkan kebenaran suara
1179,Batalkan kebenaran suara
1180,Penutupan kebenaran
1181,Mulakan kebenaran
1182,Selaraskan pasukan
1183,Ambil Mikrofon
1184,Memohon kebenaran bilik
1185,Disetujui
1186,Ditolak
1187,Permintaan kebenaran telah dihantar kepada tuan rumah
1188,Fungsi suara bilik#c0a7fef(semua suara)#n
1189,Mikrofon
1190,Suara pemain
1191,"Kebebasan: Semua tingkah laku dibenarkan, hanya dipengaruhi oleh barang terlarang dan tidak ada pemukulan
 Pelancong: Tidak dapat memusnahkan dataran yang ditempatkan dan memukul orang, melarang semuanya kecuali mengunjungi"
1192,"Tong letupan, batu api, tong magma, mercun besar, dan lain-lain dilarangkan.
 Pemilik rumah tidak dihalang"
1193,"Buka/Aktif: Pemain tidak boleh menyerang satu sama lain
 Tutup/Mati: Pemain dan pemain boleh saling menyerang"
1194,"Buka/Aktif: Titik respon rawak untuk mod pengembaraan
 Tutp/Mati: Memperbaiki titik respawn untuk mod pengembaraan"
1195,Jemputan rakan
1196,Jemput rakan dalam talian dengan satu klik
1197,"@1Rakan anda menjemput anda untuk menyertai biliknya@2, tetapi versi anda terlalu rendah untuk menangani mesej ini, sila tingkatkan versi"
1198,#cfa7a0f@1#n menjemput anda untuk menyertai bilik
1199,Nama bilik:@1
1200,Nombor bilik:#c0aaa1a@1#n
1201,Bilangan pemain:#c0aaa1a@1#n
1202,Versi bilik:
1203,Masuk bilik
1204,Keluar dari dunia semasa untuk memasuki dunia lain.
1205,"Memasuki bilik, harap bersabar!"
1206,Gagal menetapkan kuasa suara.
1207,Anda tidak mempunyai kebenaran penggunaan dan tidak dapat membuka mikrofon
1208,Fungsi suara bilik #c0a7fef(Mikrofon Mengambil)#n
1209,Fungsi suara bilik
1210,Kebenaran suara diberikan
1211,Tidak izinkan bersuara
1212,Gagal mengambil mikrofon:@1
1213,Sila sertai bilik suara terlebih dahulu
1214,Berjaya mengambil mikrofon
1215,#cffda0aBunga Api#n
1216,(Hadiah@1Kacang mini#n×300)
1217,Kegunaan: Letupan bunga api yang bermuka senyum
