id,印尼语
821,Nini
822,Pakai mouse pada PC atau tombol gerak pada HP utk mengontrol karakter
823,Tutorial
824,Geser untuk bergerak
825,Jalan sambil geser layar ke kanan dan ke kiri
826,Silakan geser ke atas dan ke bawah utk lihat langit dan tanah
827,Misi baru telah tersedia
828,Silakan pergi ke blok energi bintang
829,Tekan lama blok energi bintang untuk menghancurkannya
830,Mendekati blok energi bintang dan mengambilnya
831,Misi selesai
832,"Nih, tas utk kamu. Simpan item di tas"
833,Klik atau ketuk item
834,Letakan item di lantai
835,Tekan lebih lama utk memecahkan & mengambil
836,Cari dan ambil bahan bersama @name
837,Item baru akan otomatis masuk ke tas saat Shortcut bar penuh
838,Klik tas utk membukanya
839,Lihat! Item lain sudah tersimpan di tas
840,Klik utk pilih item
841,Klik shortcut bar
842,"Lihat, item sudah tertukar kan?"
843,Silakan ambil & simpan bahan-bahan
844,Goncangan Kamera
845,Misi baru
846,Misi selesai
847,Memasuki Mini World...
848,News
849,Selamat!
850,#c373631Selamat! Kamu telah menyelesaikan tutorial newbie. Mulai petualangan#n #cfa7a0f barumu#n #c373631sekarang!#n
851,Petualangan Baru
852,Jalan
853,Jalan-jalan
854,Visi
855,Visi
856,Tampilan lebar. Cocok untuk perangkat keatas.
857,Tampilan besar. Cocok untuk mengambil screenshot.
858,Performa terbaik untuk perangkat dengan RAM kecil.
859,Performa seimbang. Cocok untuk kebanyakan perangkat.
860,Tampilan terbaik. Cocok untuk perangkat menengah keatas.
861,Kabut
862,Bebas melakukan apa saja selain merusak dan menyerang orang lain
863,"Dilarang merusak dan menyerang orang, semua ini hanya contoh"
864,"(Dilarang memakai boom, buat api, magma, peledak dll. Tuan rumah boleh memakai item tersebut)"
865,Undang teman IOS mu!
866,"Undang teman IOS mu untuk gabung di Mini World. Banyak hadiah yg berlimpah! 1.Selama waktu event, undang teman IOS utk download Mini World dan masukan UID pemain yang mengundang. Kalian berdua akan dapat hadiah keren! 2. Pemain yang diundang perlu #cfa7a0f register dalam 24 jam #n. 3. Pemain yg diundang perlu memasukan UID pemain yg mengundang utk mendapatkan hadiah."
867,Share & book versi IOS
868,Undang  teman IOS
869,Pilih hak member
870,Hak sekarang
871,Hak room（#c0aaa1abebas#n）
872,Hak room (#c0aaa1atamu#n）
873,Dilarang gunakan alat berbahaya (#cef2d2doff#n)
874,Dilarang guna alat berbahaya (#c0aaa1aon#n）
875,Tanpa Kabut
876,Kabut Tipis
877,Kabut Tebal
878,@1 dilarang
879,@1 dibolehkan
880,Otomatis membeli #c0aaa1aMini Bean#n jika tidak cukup
881,Rumah
882,Hadiah lv@level tanaman
883,Next
884,"1. Dapatkan Mini Bean dan 1 slot arsip setiap tanaman naik level
2. Unlock slot tanaman baru pada level 5/10/15"
885,Pembanyaran melalui SMS tidak tersedia. Silakan pakai cara lain
886,Tukar
887,Kamu akan mendapatkan:
888,Download
889,Nama :
890,Mode :
891,Buat map baru
892,Filter
893,Bonus
894,Beli alat
895,Beli gudang
896,Refresh
897,Favorit
898,Pilih jenis
899,Aturan umum :
900,Kode lahan :
901,Buat aturan
902,Waktu kreasi :
903,Copy
904,Cara menonaktifkan blok:
905,1.Buka tas atau item bar dan klik tombol merah pada bagian kiri utk nonaktifkan. 2.Ulangi langkah diatas utk mengaktifkan
906,Sharing peta
907,Skin baru! @1!
908,Unlock karakter baru:
909,Skill upgrade:
910,Tukar item
911,11 hari
912,12 hari
913,13 hari
914,14 hari
915,15 hari
916,16 hari
917,17 hari
918,18 hari
919,19 hari
920,20 hari
921,21 hari
922,22 hari
923,23 hari
924,24 hari
925,25 hari
926,26 hari
927,27 hari
928,28 hari
929,29 hari
930,30 hari
931,Jam sebelum data perhari direset
932,Menit sebelum data perhari direset
933,"Mini Captain :  Keamanan akun ada ditanganmu sendiri.#rBerhati-hatilah dalam menjaga akunmu, dilarang memberikan data pribadi kepada orang yg tidak dikenal                                                                                                                           "
934,Lv
935,@Null@
936,Kamu tidak mempunyai kekuatan yang cukup untuk tumbuh
937,Informasi Event
938,Tugas
939,Informasi Event
940,Harap masukkan UID orang yang diundang:
941,Mengajak Kembali
942,"""Undang semua pemain yang sudah tidak bermain selama lebih dari 25 hari dan Kamu memiliki peluang untuk menang besar!
Bagaimana memanggil mereka kembali?
1. Beri tahu mereka untuk masuk 
2. Katakan padanya untuk membuka halaman bonus, mengetik uid Anda (Anda hanya bisa mendapatkan satu kesempatan ini, jangan salah ketik kode!) """
943,"Jika Kamu Di ajak kembali, ketik UID pemain yang mengirimi Kamu undangan:"
944,Marhaban Ya Ramadhan
945,Berbagi kasih utk sesama
946,@Null@
947,Butuh lebih banyak energi. ayooo  kamu pasti bisa!
948,Bergabung
949,Cara mendapatkan nya
950,Dijual
951,Dijual1
952,Dijual2
953,Dijual3
954,Dijual4
955,Dijual5
956,Dijual6
957,Dijual7
958,@Null@
959,@Null@
960,@Null@
961,Nama
962,Dilarang menyerang (#c0aaa1aon#n)
963,Dilarang menyerang (#cef2d2doff#n
964,(Pemain dapat menyerang satu sama lain)
965,(Pemain tidak dapat menyerang satu sama lain)
966,Pilihan official
967,Top Up gagal. Silakan coba lagi.
968,Yakin utk kembali ke titik kebangkitan?
969,OK
970,Batalkan
971,Jumlah tukar
972,Sdh tukar
973,"Kamu pernah main di peta ini sebelumnya, coba lagi yuk!"
974,Klik disini utk buat peta baru
975,ภาษาไทย
976,Español
977,Português
978,Français
979,日本語
980,العربية
981,한국어
982,Tiếng Việt
983,Русский
984,Türkçe
985,Italiano
986,Deutsch
987,Indonesia
988,Malay
989,@Null@
990,@Null@
991,@Null@
992,@Null@
993,@Null@
994,@Null@
995,@Null@
996,@Null@
997,@Null@
998,@Null@
999,@Null@
1000,Seseorang ingin mencuri hartaku!
1001,Rasakan serangan api ku!
1002,Menghubungkan ke punch server
1003,Menghubungkan ke forwarding server
1004,Menghubungkan langsung ke target
1005,Menghubungkan ke punch server
1006,Server telah terhubung. Host Computer sign in ke fowarding server
1007,Server telah terhubung. Guest Computer sign in ke fowarding server
1008,Gagal punching. Mencoba perpindahan server
1009,Gagal punching. Tidak bisa connect ke tuan rumah
1010,Berhasil terhubung ke server. Request sedang di proses
1011,Berhasil join host computer. Sedang proses data pertama
1012,MOD berhasil di download. Request sedang di proses
1013,siapa ini! Berani mengganggu tidurku!
1014,Ruang kosong! Mengapa mengikat saya!
1015,"Aku bebas. Terima kasih, pejuang."
1016,Rasakan kemurkaan dari tanah ini!
1017,@Null@
1018,"Pesanan sebelumnya berhasil digulirkan, koin Mini telah meningkat menjadi @1"
1019,Pembelian sebelumnya sedang diproses. Silakan coba lagi nanti.
1020,Metode lainnya
1021,Dapatkan bonus double di kebun!
1022,Bonus : Double tunggangan burung
1023,Tanam buah untuk mengumpulkan energi dan bonus. Lebih banyak buah berarti lebih banyak energi yang dikumpulkan.
1024,@Null@
1025,Kumpulkan
1026,@Null@
1027,@Null@
1028,Tulis Pesan
1029,@Null@
1030,@Null@
1031,@Null@
1032,@Null@
1033,@Null@
1034,@Null@
1035,@Null@
1036,@Null@
1037,@Null@
1038,@Null@
1039,@Null@
1040,@Null@
1041,@Null@
1042,@Null@
1043,@Null@
1044,Atur password
1045,Konfirmasi password
1046,Masukkan kata sandi
1047,Reset
1048,"Password belum diatur, kamu belum dapat membukanya"
1049,Password salah
1050,Pilih peta
1051,Riwayat
1052,Jenis
1053,Survival
1054,Pin Up
1055,Sisa #cef2d2d@1 #n kesempatan. Isi data dgn benar.
1056,Lihat iklan #c0aaa1a gratis bangkit #n loh\n Item bawaan juga tak akan jatuh
1057,Expired
1058,Cari
1059,Peta elite
1060,Kosong
1061,Terbaik
1062,Buat
1063,Popular
1064,Jaringan sibuk. Silakan main online atau antre utk download
1065,Main online
1066,Antre
1067,Sensor
1068,Serang (dibolehkan) : serang pemain
1069,Serang (dilarang) : tidak boleh serang
1070,Share
1071,Aku main disini
1072,"Ayo, main bareng!"
1073,"Gagal login, periksa kembali jaringan"
1074,Pencarian gagal. Periksa kembali jaringan dan coba lagi
1075,Pemain ini belum buka room
1076,Room pemain ini error
1077,Versi client dan versi room pemain ini tidak sesuai
1078,Gagal terhubung
1079,Room penuh
1080,@Null@
1081,@Null@
1082,@Null@
1083,@Null@
1084,@Null@
1085,@Null@
1086,@Null@
1087,@Null@
1088,@Null@
1089,Kapasitas tas
1090,Pemakaian poin kelaparan
1091,Klik utk edit nama
1092,Reset Instruksi
1093,Kecepatan :
1094,Alat analis
1095,Pilih chip
1096,Letakkan chip dan hidupkan untuk mulai menganalisa dari kiri ke kanan
1097,"Bagaimana cara mengedit Instruksi?#r
Terdapat 8 channel pada Instruksi chip, begitu pula pada anal. Setiap channel mempunyai satu Instruksi dan dua fase yakni biru untuk menonaktifkan dan orange untuk mengaktifkan. Contoh : jika Instruksi pertama aktif, saat menganalisa, analis pada channel pertama akan aktif. Kamu juga dapat mengatur kecepatan analisa. Kamu dapat mengatur kecepatan menganalisis hingga 0,2 hingga 0,6 detik #r#r
Bagaimana cara memakai Instruksi chips?#r
Letakkan chips di analis dan masukan energi elektrik, analis akan memancarkan signal"
1098,Klik utk dapat hadiah
1099,Mereset instruksi akan menghapus semua instruksi dari chip.
1100,Room sudah ditutup
1101,Gagal terhubung. Periksa kembali jaringan dan coba lagi.
1102,Gagal masuk
1103,Permintaan sedang diproses
1104,Tampilan
1105,Properti
1106,Pilih karakter terlebih dahulu
1107,Jenis makhluk
1108,Pilih jenis makhluk dibawah ini
1109,UID atau kata sandi salah
1110,Versi Global
1111,Masuk
1112,Pengantian akun gagal
1113,Gagal log in saat pengantian akun. Silakan coba cara dibawah ini : 1. Password #cef2d2d salah#n > Periksa kembali dan coba lagi. 2. #cef2d2d Lupa password #n  > Kirim kode verifikasi ke email.
1114,"UID ini tidak ada, mungkin karena : 1. UID yang kamu masukan salah, silakan periksa kembali. 2. UID tidak termasuk pada service area ini. Silakan pilih  #cef2d2d utk ganti area #n "
1115,Ganti service area
1116,Yakin ganti ke #cef2d2d @1 #n? UID&Mini Beans serta data lainnya avaliable saat diganti balik. Kamu akan dapat UID baru. Klik  yakin  utk tutup game dan restart
1117,China
1118,Internasional
1119,亲爱的用户，您正在使用的版本无法在当前地区使用，请您关闭并重启游戏，我们将为您切换到可以进行游戏的对应服务器。
1120,"Live broadcast dan share pengalaman gaming terbaikmu di Omlet. Kamu juga dapat share videomu ke Facabook, Youtube dan Twitch loh! #r#r Catatan: Omlet hanya dapat digunakan di Android v5 atau diatasnya"
1121,@Null@
1122,@Null@
1123,@Null@
1124,"Terlalu banyak error, silakan coba lagi nanti"
1125,Mini Point
1126,"Password tidak cocok, silakan ketik ulang"
1127,Intruksi Chip
1128,Masukan password dengan 4 huruf atau angka
1129,Kamu berbicara terlalu cepat! Istirahat dulu deh.
1130,Properti dasar
1131,Properti lanjutan
1132,Gerakan
1133,Gerakan multiple dengan HP
1134,Pilih tipe serangan dibawah ini
1135,Pilih mode serangan dibawah ini
1136,Serang?
1137,Serang dengan efek
1138,Efek terpilih
1139,Jenis serangan
1140,Kamu bisa memilih untuk membuka banyak jenis serangan
1141,Projektil
1142,Gudang efek serangan
1143,Reset
1144,Kanvas Putih
1145,Perairan
1146,Padang Rumput
1147,@Null@
1148,@Null@
1149,@Null@
1150,Cedera
1151,Keuntungan
1152,Netral
1153,Yakin utk share
1154,Pulau Melayang
1155,@Null@
1156,@Null@
1157,@Null@
1158,@Null@
1159,@Null@
1160,@Null@
1161,@Null@
1162,@Null@
1163,@Null@
1164,@Null@
1165,@Null@
1166,@Null@
1167,@Null@
1168,@Null@
1169,@Null@
1170,@Null@
1171,Max requests
1172,Info Room
1173,Daftar tamu
1174,Undang teman
1175,Info  
1176,Pesan suara off
1177,Pesan suara on
1178,Aktifkan pesan suara
1179,Matikan pesan suara
1180,Matikan  
1181,Aktifkan  
1182,Kelolah team
1183,Ambil mic
1184,Apply utk hak kelolah
1185,Disetujui
1186,Ditolak
1187,Request telah dikirim ke tuan rumah
1188,Sistem pesan suara #c0a7fef(pesan suara)#n
1189,Mikrofon
1190,Pesan suara pemain
1191,Mode bebas : Bebas melakukan apa saja selain merusak dan memukul orang lain. Mode game : tidak boleh merusak dan memukul orang. Semua ini hanya contoh
1192,"Dilarang pakai boom, api dll. Tuan rumah boleh pakai."
1193,On : Pemain tidak boleh saling menyerang. Off : Pemain boleh saling menyerang
1194,On : Mulai pada suatu tempat di mode petualang. Off : Tidak dapat mulai pada suatu tempat di mode petualang
1195,Undangan teman
1196,Semua teman yg online
1197,"@1 mengundangmu utk masuk ke room @2, tapi versi game mu terlalu rendah. Silakan upgrade."
1198,#cfa7a0f@1#n mengundangmu
1199,Room : @1
1200,No. Room : #c0aaa1a@1#n
1201,Pemain : #c0aaa1a@1#n
1202,Versi room : 
1203,Masuk room
1204,Keluar dulu dari room ini utk masuk ke room lain
1205,"Memasuki room,  silakan tunggu"
1206,Gagal setting pesan suara : @1
1207,Kamu tidak diizinkan utk buka mikrofon
1208,Sistem pesan suara room #c0a7fef (rebut mikrofon)#n
1209,Sistem pesan suara
1210,Diizinkan utk pakai pesan suara
1211,Tidak ada izin lainnya
1212,Gagal ambil : @1
1213,Silakan masuk room pesan suara
1214,Pengambilan mic berhasil
1215,#cffda0a kembang api #n
1216,(@1 Mini Beans #n*300 as bonus gift)
1217,Cara pemakaian: Luncurkan Kembang Api ke udara
1218,"Kapten Tom, Chiefs, Anak nakal, Istri Chiefs, Ka Ka, Ni Ni, Transfer reel, peti, mini beans, exp kebun, kartu skin"
1219,"WaitressSweety，LipPrint，RambutJelajah，Bowknot，Beret,Primitive wrister,Bear bomb,BoneHairpin,BoneNecklace,Feather Hairwear,TransferScroll,Safe，Mini beans,Exp,kartu skin"
1220,"Kylin, Laosaurus, Gajah Kecil, George, Anna, Sweety Waitress, Cetakan Bibir, Topi Petualang, Pita, Beret, Sarung Lengan Kulit, Bom Beruang, Jepit Rambut Tulang, Kalung Tulang, Bulu Burung, Kertas Transfer, Brankas, Mini Bean, EXP, Kartu Dress-Up"
1221,#LDaftar Hadiah#n
1222,Daftar Hadiah
1223,Nama peta : @1\n kreator@2\n Tuan rumah:@3
1224,Tuan rumah mematikan hak mu di room
1225,Tuan rumah mengaktifkan hak mu di kamar
1226,Hak room: Mode bebas
1227,Hak room : Mode tamu
1228,Alat berbahaya (on) : dilarang pakai alat berbahaya 
1229,Alat berbahaya (off) : boleh pakai alat berbahaya
1230,Lebur
1231,Resep
1232,Resep properti
1233,Material yg diperlukan
1234,Craft
1235,Tak perlu kotak alat
1236,Jenis resep
1237,Pilih jenis resep
1238,Produksi
1239,Pilih item
1240,Pilih minimal 1 jenis material
1241,Tangki isi ulang(acak)
1242,"Dapat banyak item di mode editing, dapat 1 item acak di mode permainan"
1243,Basin
1244,Bahan lebur
1245,Hasil lebur
1246,Properti lebur
1247,Bisa terbakar
1248,Waktu bakar
1249,Pilih material
1250,Detik
1251,Info Room
1252,Peta : @1
1253,Kreator：@1(@2)
1254,@1(@2)
1255,"Penarikan aplikasi lain gagal, silakan periksa kembali apakah aplikasi ini terlah terinstall"
1256,Mulai tes
1257,Peneliti
1258,Peneliti
1259,Undang peneliti
1260,Cek peneliti yg kamu follow
1261,Cek undangan peneliti disini
1262,Nilai
1263,Karya
1264,Kosong
1265,Upload(Pribadi)
1266,Apa itu peneliti peta?
1267,"#cfa7a0f Apa itu peneliti? #n#r Peneliti adalah orang yg dapat post review utk bantu pemain lain agar dapat peta yg bagus. Pemain dapat follow lebih dari 1 peneliti. #r#r#cfa7a0f Bagaimana menjadi peneliti? #n#r Kapten Mini akan mengirim undangan ke pemain yg paling berpotensi utk jadi peneliti. #r#r#cfa7a0f Apa yg dilakukan peneliti? #n#r Peneliti pemula post reviews/check peta/promosi peta. #n#r Peneliti umum : post reviews/check peta/promosi peta/review area private/jadikan hot peta/test promosi peta official. #r#r#cfa7a0f Point pemula#n#r  1. Peneliti pemula perlu menaikan 100 point utk jadi peneliti umum #n#r 2. Review peta/tanda/peta download/peta hot baru utk menaikkan point. #r#r #cfa7a0f poin#n#r  1.Saat poin berkurang hingga 0, kamu akan kehilangan peran ini. #n#r 2. Temukan peta yg bangus dan review. Komentar, jumlah download dan apakah menjadi peta unggulan akan berpengaruh pada poin. "
1268,Prev
1269,Next
1270,Pilih jawaban
1271,Yakin utk menyerah?
1272,Selamat! Kamu resmi menjadi peneliti!
1273,Peneliti pemula
1274,Post peta yg kamu suka ke area rekomendasi
1275,Salah jawab @1 soal
1276,Klik [ubah] utk mengubah
1277,Batalkan
1278,Ubah
1279,Kamu tak dapat undangan jadi peneliti
1280,Kamu sudah menjalani test
1281,Poin :
1282,Poin Credit :
1283,Upload backup peta agar dapat dilihat dan dicari pemain lain
1284,Upload backup peta pribadi
1285,Klik atau ketuk utk lihat lebih banyak
1286,Klik atau ketuk utk lihat lebih banyak
1287,Beri nilai
1288,Post
1289,Like jika kamu suka peta ini. Like mu akan membuat peta ini lebih cepat dijangkau oleh peneliti.
1290,Peta yg direkomendasikan dapat dilihat oleh lebih banyak pemain
1291,Penilaian
1292,Like hari ini : #c0aaa1a@1#n/@2
1293,Rekomendasi hari ini : #c0aaa1a@1#n/@2
1294,@Null@
1295,Beri tanda
1296,Silahkan tulis review (minimal 72 karakter)
1297,Jumlah like telah capai batas max hari ini
1298,Jumlah rekomendasi telah capai batas max hari ini
1299,Pencarian room gagal. Periksa kembali jaringanmu
1300,Room ditutup
1301,Invalid room
1302,Versi tidak cocok
1303,Gagal terhubung
1304,Rekomendasi  
1305,Latontonan
1306,#cfa7a0f@1#n orang mengundangmu utk mereview
1307,#cfa7a0f@1#n Mini Captain#n mengundangmu utk mereview
1308,Direkomendasi oleh @1
1309,Testing peneliti
1310,Mini captain mengundangmu utk join #c0aaa1a testing peneliti. Cari lebih banyak peta menarik dan dapatkan lebih banyak followers. #r#L#cfa7a0f Deskripsi @@connoisseur_ins#n
1311,Terkirim
1312,Kirim semua
1313,Jendela Undangan
1314,Visi jauh mengakibatkan laggy atau macet. Silakan coba screenshot.
1315,Peneliti Lv @1
1316,Terima
1317,Tips Peneliti
1318,"Achievement : #c0aaa1a30#n, Good job! Ada kesempatan jadi peneliti #c0aaa1a#n! #r#L#cfa7a0f Deskripsi peneliti @@conhecedor_ins#n"
1319,Achievement : #c0aaa1a60#n. Semangat! Kurang #c0aaa1a100#n lagi utk jadi peneliti #n! #r#L#cfa7a0f Deskripsi peneliti @@connoisseur_ins#n
1320,Selamat! Kamu jadi #c0aaa1a peneliti! Check deskripsi peneliti utk info lebih banyak. #r#L#cfa7a0f Deskripsi peneliti@@connoisseur_ins#n
1321,Reputasi : #c0aaa1a6#n. Akan kehilangan jabatan peneliti jika nilai lebih rendah dari #c0aaa1a0#n. Cari peta yg menarik dan lakukan review. Semangat ya! #r#L#cfa7a0f Deskripsi peneliti @@connoisseur_ins#n
1322,"Maaf, nilai reputasimu lebih rendah dari #c0a7fef0#n. Kamu kehilangan status #c0a7fefpeneliti#n. Tunggu hingga undangan berikutnya. Deskripsi peneliti @@connoisseur_ins#n"
1323,Undang ke room : @1
1324,#c0aba1d@1#n/@2
1325,Undangan ditolak
1326,@Null@
1327,@Null@
1328,@Null@
1329,@Null@
1330,Silakan keluar dari peta ini untuk masuk ke halaman lain
1331,Pemakaian gagal. Kamu sudah bukan peneliti
1332,@Null@
1333,Yakin utk hapus komentar?
1334,Konten kosong. Silakan lihat halaman lain
1335,Nama Peta : @1
1336,Rekomendasi oleh @1 peneliti
1337,Map akan di-upload ke Galeri. Tunjukkan karyamu ke orang lain.
1338,Hotkey
1339,Minimal : #c0aba1d@1#n
1340,Pemain: #c0aba1d@1#n/@2
1341,Harap tunggu...
1342,Mulai dalam: @1 detik
1343,Siap-siap
1344,Waktu(detik) :
1345,Hanya untuk tuan rumah
1346,Kembali
1347,Reset setelah sampai target skor
1348,Klik kanan : steal/pass ; Klik kiri : shoot/intercept
1349,Caster
1350,N/A
1351,Mini beans kurang
1352,Formula terbuka
1353,Deskripsi poin kredit
1354,"#cfa7a0f Apa itu poin kredit?  #n#r Poin kredit adalah adalah standar untuk kelakuan para pemain didalam group. #r#r#cfa7a0f Apa yang harus kita lakukan dengan poin kredit? #n#r Semakin banyak poin kreditmu, semakin banyak pula hak dan wewenang yg kamu dapatkan. Ketika poin kredit rendah atau tdk cukup, akan ada larangan/peringatan saat menggunakan hak dan wewenang. #r#r#cfa7a0f Bagaimana cara mendapatkan poin credit? #n#r Jaga tingkah laku saat bermain dan tidak pernah dilaporan oleh pemain lain akan menambah poin kreditmu secara perlahan"
